#,disciplina,sexo,barrio,estrato,discapacitado
480,NATACION,MASCULINO,GIRARDOT,2,NO
481,NATACION,MASCULINO,SAN MIGUEL,3,NO
482,NATACION,FEMENINO,CANDILES,3,NO
483,NATACION,FEMENINO,VICTORIA,4,NO
484,NATACION,FEMENINO,AFRICA,1,NO
485,NATACION,FEMENINO,LOS CANDILES,3,NO
486,NATACION,MASCULINO,R. LA INMACULADA 2,2,NO
487,NATACION,FEMENINO,PABLO VI,3,NO
488,NATACION,FEMENINO,BALCONCITOS,2,NO
489,NATACION,MASCULINO,LA VICTORIA,3,NO
490,BALONCESTO,FEMENINO,BRISAS DEL MUTIS,3,NO
491,BALONCESTO,MASCULINO,BRISAS DEL MUTIS,3,NO
492,BALONCESTO,FEMENINO,BRISAS DEL MUTIS,3,NO
493,BALONCESTO,FEMENINO,BRISAS DEL MUTIS,3,NO
494,BALONCESTO,MASCULINO,BRISAS DEL MUTIS,3,NO
495,BALONCESTO,MASCULINO,ESTORAQUES,2,NO
496,BALONCESTO,FEMENINO,BRISAS DEL MUTIS,3,NO
498,BALONCESTO,FEMENINO,BRISAS DEL MUTIS,3,NO
499,BALONCESTO,MASCULINO,BRISAS DEL MUTIS,3,NO
500,BALONCESTO,FEMENINO,LAGOS 3,3,NO
501,BALONCESTO,MASCULINO,CAMPOHERMOSO,2,NO
502,BALONCESTO,MASCULINO,BRISAS DEL MUTIS,3,NO
503,BALONCESTO,FEMENINO,MUTIS,3,NO
504,BALONCESTO,MASCULINO,MUTIS,3,NO
505,BALONCESTO,FEMENINO,BRISAS DEL MUTIS,3,NO
506,BALONCESTO,MASCULINO,BALCONES DEL MUTIS,3,NO
507,BALONCESTO,MASCULINO,BALCONES DEL MUTIS,3,NO
508,BALONCESTO,MASCULINO,BRISAS DEL MUTIS,3,NO
509,BALONCESTO,MASCULINO,PRADOS DEL MUTIS,3,NO
510,BALONCESTO,FEMENINO,BRISAS DEL MUTIS,3,NO
511,BALONCESTO,FEMENINO,SAN BERNARD0,2,NO
512,BALONCESTO,MASCULINO,ARRAYANES II,2,NO
513,BALONCESTO,FEMENINO,HACIENDA SAN JUAN,2,NO
514,BALONCESTO,FEMENINO,HACIENDA SAN JUAN,3,NO
515,BALONCESTO,FEMENINO,HACIENDA SAN JUAN,2,NO
516,BALONCESTO,FEMENINO,HACIENDA SAN JUAN,2,NO
517,BALONCESTO,MASCULINO,HACIENDA SAN JUAN,2,NO
518,BALONCESTO,MASCULINO,HACIENDA SAN JUAN,2,NO
519,BALONCESTO,FEMENINO,VEREDA SANTA BARBARA,2,NO
520,BALONCESTO,FEMENINO,GAITAN,3,NO
521,BALONCESTO,FEMENINO,HACIENDA SAN JUAN,2,NO
522,BALONCESTO,MASCULINO,HACIENDA SAN JUAN,3,NO
523,BALONCESTO,FEMENINO,HACIENDA SAN JUAN,3,NO
524,BALONCESTO,MASCULINO,HACIENDA SAN JUAN,2,NO
525,BALONCESTO,FEMENINO,CAMPOHERMOSO,2,NO
526,BALONCESTO,MASCULINO,BOSQUES DEL CACIQUE,2,NO
527,BALONCESTO,MASCULINO,HACIENDA SAN JUAN,2,NO
528,BALONCESTO,MASCULINO,HACIENDA SAN JUAN,2,NO
530,BALONCESTO,MASCULINO,HACIENDA SAN JUAN,3,NO
531,BALONCESTO,MASCULINO,HACIENDA SAN JUAN,3,NO
532,BALONCESTO,FEMENINO,EL ROCIO,3,NO
533,BALONCESTO,MASCULINO,EL ROCIO,3,NO
534,BALONCESTO,FEMENINO,GRANJAS DE PROVENZA,1,NO
535,BALONCESTO,MASCULINO,EL ROCIO,3,NO
536,BALONCESTO,MASCULINO,EL DORADO,3,NO
537,BALONCESTO,FEMENINO,EL ROCIO,3,NO
538,BALONCESTO,MASCULINO,PUNTAPARAISO,2,NO
539,BALONCESTO,MASCULINO,PROVENZA,4,NO
540,BALONCESTO,FEMENINO,VILLA ALICIA,3,NO
541,BALONCESTO,FEMENINO,VILLA ALICIA,3,NO
542,BALONCESTO,MASCULINO,PORVENIR,3,NO
543,BALONCESTO,MASCULINO,MANUELA BELTRAN,2,NO
544,BALONCESTO,MASCULINO,SAN FERMIN1,3,NO
545,BALONCESTO,FEMENINO,EL ROCIO,3,NO
546,BALONCESTO,MASCULINO,PORVENIR,3,NO
547,BALONCESTO,MASCULINO,GRANJAS DE PROVENZA,1,NO
548,BALONCESTO,MASCULINO,PUNTA PARAISO,2,NO
549,BALONCESTO,FEMENINO,PORVENIR,3,NO
550,BALONCESTO,MASCULINO,MANUELA BELTRAN,2,NO
551,BALONCESTO,MASCULINO,MARIANELLA,2,NO
552,BALONCESTO,FEMENINO,CONQUISTADORES,2,NO
553,BALONCESTO,MASCULINO,PORVENIR,3,NO
554,BALONCESTO,MASCULINO,PORVENIR,3,NO
555,BALONCESTO,MASCULINO,PORVENIR,3,NO
556,BALONCESTO,MASCULINO,ASTURIAS,3,NO
557,BALONCESTO,FEMENINO,MANUELA BELTRAN,2,NO
558,BALONCESTO,FEMENINO,ROCIO,3,NO
559,BALONCESTO,MASCULINO,ROCIO,3,NO
560,BALONCESTO,MASCULINO,GRANJAS DE PROVENZA,2,NO
561,BALONCESTO,FEMENINO,TOLEDO PLATA,2,NO
562,BALONCESTO,MASCULINO,PROVENZA,3,NO
563,BALONCESTO,FEMENINO,COAVICONZA,3,NO
564,BALONCESTO,FEMENINO,COAVICONZA,3,NO
565,BALONCESTO,MASCULINO,FONTANA,3,NO
566,BALONCESTO,FEMENINO,VILLAREAL,1,NO
567,BALONCESTO,MASCULINO,CIUDAD VENECIA,3,NO
568,BALONCESTO,MASCULINO,MALPASO,2,NO
569,BALONCESTO,FEMENINO,VILLA ALICIA,3,NO
570,BALONCESTO,FEMENINO,EL ROCIO,3,NO
572,BALONCESTO,MASCULINO,PORVENIR,3,NO
573,BALONCESTO,FEMENINO,PORVENIR,3,NO
574,BALONCESTO,MASCULINO,PORVENIR,3,NO
575,BALONCESTO,FEMENINO,PORVENIR,3,NO
576,BALONCESTO,FEMENINO,PORVENIR,3,NO
577,BALONCESTO,MASCULINO,PORVENIR,3,NO
578,BALONCESTO,MASCULINO,PORVENIR,3,NO
579,BALONCESTO,MASCULINO,PORVENIR,3,NO
580,BALONCESTO,FEMENINO,PORVENIR,3,NO
581,BALONCESTO,FEMENINO,MALPASO,2,NO
582,BALONCESTO,FEMENINO,MALPASO,2,NO
583,BALONCESTO,MASCULINO,VILLAS DEL NOGAL,2,NO
584,BALONCESTO,MASCULINO,JARDINES DE COAVICONSA,3,NO
585,BALONCESTO,MASCULINO,PORVENIR,3,NO
586,BALONCESTO,MASCULINO,JARDINES DE COAVICONSA,3,NO
587,BALONCESTO,FEMENINO,PORVENIR,3,NO
588,BALONCESTO,MASCULINO,CRISTAL BAJO,1,NO
589,BALONCESTO,MASCULINO,GRANJAS DE PROVENZA,1,NO
591,BALONCESTO,MASCULINO,GRANJAS DE PROVENZA,1,NO
592,BALONCESTO,MASCULINO,BRISASDE PROVENZA,1,NO
593,BALONCESTO,MASCULINO,PROVENZA+Q1Q131:W131,3,NO
594,BALONCESTO,MASCULINO,PROVENZA,3,NO
595,BALONCESTO,FEMENINO,GRANJAS DE PROVENZA,1,NO
596,BALONCESTO,MASCULINO,GRANJAS DE PROVENZA,2,NO
597,BALONCESTO,FEMENINO,BALCONES DEL SUR,2,NO
598,BALONCESTO,MASCULINO,TOLEDO PLATA,3,NO
599,BALONCESTO,FEMENINO,PROVENZA,3,NO
600,BALONCESTO,MASCULINO,VIVERO PROVENZA,3,NO
601,BALONCESTO,MASCULINO,VIVERO PROVENZA,3,NO
602,BALONCESTO,FEMENINO,GRANJAS DE PROVENZA,1,NO
603,BALONCESTO,FEMENINO,GRANJAS DE PROVENZA,1,NO
604,BALONCESTO,MASCULINO,GRANJAS DE PROVENZA,1,NO
605,BALONCESTO,FEMENINO,PROVENZA,3,NO
606,BALONCESTO,FEMENINO,GRANJAS DE PROVENZA,1,NO
607,BALONCESTO,FEMENINO,PEDREGOZA,2,NO
608,BALONCESTO,MASCULINO,CRISTAL BAJO,1,NO
609,BALONCESTO,MASCULINO,MUTUALIDAD,3,NO
610,NATACION,MASCULINO,COLORADOS,1,NO
611,NATACION,MASCULINO,FORTUNA,1,NO
612,NATACION,MASCULINO,COLORADOS,1,NO
613,NATACION,FEMENINO,COLORADOS,1,NO
614,NATACION,MASCULINO,FORTUNA,1,NO
615,NATACION,FEMENINO,COLORADOS,1,NO
616,NATACION,MASCULINO,EL ROSAL,1,NO
617,NATACION,MASCULINO,EL ROSAL,1,NO
618,NATACION,FEMENINO,COLORADOS,1,NO
619,NATACION,FEMENINO,CAMPESTRE NORTE,1,NO
620,NATACION,FEMENINO,EL ROSAL,1,NO
621,NATACION,FEMENINO,EL ROSAL,1,NO
622,NATACION,FEMENINO,ROSA ALTA,1,NO
623,NATACION,MASCULINO,PORTAL DE LOS ANGELES,1,NO
624,NATACION,FEMENINO,PORTAL DE LOS ANGELES,1,NO
625,NATACION,MASCULINO,CAMPESTRE NORTE,1,NO
626,NATACION,MASCULINO,COLORADOS,1,NO
627,NATACION,FEMENINO,BONANZA CAMPESTRE,1,NO
628,NATACION,FEMENINO,COLORADOS,1,NO
629,NATACION,MASCULINO,COLORADOS,1,NO
630,NATACION,FEMENINO,COLORADOS,1,NO
631,NATACION,FEMENINO,ROSAL,1,NO
632,NATACION,MASCULINO,ROSAL,1,NO
633,NATACION,MASCULINO,CAMPESTRE NORTE,1,NO
635,NATACION,MASCULINO,COLORADOS,1,NO
636,NATACION,FEMENINO,NOGAL II,1,NO
637,NATACION,MASCULINO,VEREDA SAN PEDRO BAJO,1,NO
638,NATACION,MASCULINO,COLORADOS,1,NO
639,NATACION,MASCULINO,COLORADOS,1,NO
640,NATACION,MASCULINO,FINCA EL LIMON,1,NO
641,NATACION,MASCULINO,COLORADOS,1,NO
642,NATACION,MASCULINO,EL PABLON,1,NO
643,NATACION,FEMENINO,CAMPESTRE NORTE,1,NO
644,NATACION,MASCULINO,CAMPESTRE NORTE,1,NO
645,NATACION,MASCULINO,EL NOGAL II,1,NO
646,NATACION,MASCULINO,VEREDA SAN PEDRO BAJO,1,NO
647,NATACION,MASCULINO,PORTAL DE LOS ANGELES,1,NO
648,NATACION,MASCULINO,CAMPESTRE NORTE,1,NO
649,NATACION,FEMENINO,VEREDA SAN PEDRO BAJO,1,NO
650,NATACION,FEMENINO,PORTAL DE LOS ANGELES,1,NO
651,NATACION,FEMENINO,PABLON,1,NO
652,NATACION,FEMENINO,COLORADOS,1,NO
653,NATACION,MASCULINO,LA FORTUNA,1,NO
654,NATACION,FEMENINO,VILLA ROSA,1,NO
655,NATACION,FEMENINO,COLORADOS,1,NO
656,NATACION,MASCULINO,COLORADOS,1,NO
657,NATACION,FEMENINO,CAMPESTRE NORTE,1,NO
658,NATACION,MASCULINO,CAMPESTRE NORTE,1,NO
659,NATACION,MASCULINO,CAMPESTRE NORTE,1,NO
660,NATACION,FEMENINO,CAMPESTRE NORTE,1,NO
661,NATACION,FEMENINO,CAMPESTRE NORTE,1,NO
662,NATACION,MASCULINO,COLORADOS,1,NO
663,NATACION,FEMENINO,COLORADOS,1,NO
664,NATACION,MASCULINO,OLAS BAJAS,2,NO
665,NATACION,FEMENINO,COLORADOS,1,NO
666,NATACION,MASCULINO,PORTAL DE LOS ANGELES,1,NO
667,NATACION,FEMENINO,COLORADOS,1,NO
668,NATACION,FEMENINO,COLORADOS,1,NO
669,NATACION,MASCULINO,COLORADOS,1,NO
670,NATACION,MASCULINO,VILLA ROSA,2,NO
671,NATACION,MASCULINO,VARRIO VILLAROSA,2,NO
672,NATACION,FEMENINO,VILLA LUZ,1,NO
673,NATACION,MASCULINO,VILLA LUZ,1,NO
674,NATACION,MASCULINO,COMUNEROS,2,NO
675,NATACION,MASCULINO,COLORADOS,1,NO
676,NATACION,FEMENINO,COLORADOS,1,NO
677,NATACION,FEMENINO,COLORADOS,1,NO
678,NATACION,FEMENINO,COLORADOS,1,NO
679,NATACION,MASCULINO,COLORADOS,1,NO
680,NATACION,FEMENINO,KENNEDY,2,NO
681,NATACION,FEMENINO,COLSEGUROS NORTE,2,NO
682,NATACION,MASCULINO,COLSEGUROS NORTE,2,NO
683,NATACION,MASCULINO,TRANSCION III,1,NO
684,NATACION,FEMENINO,COLORADOS,1,NO
685,NATACION,MASCULINO,CAMPESTRE NORTE,1,NO
686,NATACION,FEMENINO,COLORADOS,1,NO
687,NATACION,MASCULINO,TEJAR NORTE 1,2,NO
688,NATACION,MASCULINO,KENNEDY,2,NO
689,NATACION,MASCULINO,COLORADOS,1,NO
690,NATACION,FEMENINO,COLORADOS,1,NO
691,NATACION,FEMENINO,EL ROSAL,1,NO
692,NATACION,FEMENINO,COLORADOS,1,NO
693,NATACION,FEMENINO,CAMPESTRE NORTE,1,NO
694,NATACION,MASCULINO,COLORADOS,1,NO
695,NATACION,FEMENINO,ROSAL II,1,NO
696,NATACION,MASCULINO,COLORADOS,1,NO
697,NATACION,MASCULINO,COLORADOS,1,NO
698,NATACION,MASCULINO,COLORADOS,1,NO
699,NATACION,FEMENINO,SAN PEDRO,1,NO
700,NATACION,FEMENINO,SAN PEDRO,1,NO
701,NATACION,MASCULINO,CAMPESTRE NORTE,1,NO
702,NATACION,MASCULINO,PABLON,1,NO
703,NATACION,FEMENINO,COLORADOS,1,NO
704,NATACION,MASCULINO,COLORADOS,1,NO
705,NATACION,MASCULINO,PORTAL DE LOS ANGELES,1,NO
706,NATACION,FEMENINO,ANGELINOS,1,NO
707,NATACION,MASCULINO,COLORADOS,1,NO
708,NATACION,MASCULINO,COLORADOS,1,NO
709,NATACION,FEMENINO,COLORADOS,1,NO
710,NATACION,MASCULINO,COLORADOS,1,NO
711,NATACION,FEMENINO,COLORADOS,1,NO
712,NATACION,FEMENINO,LA CEMENTO,1,NO
713,NATACION,MASCULINO,LA CEMENTO,1,NO
714,NATACION,FEMENINO,VILLA MERCEDES,1,NO
715,NATACION,FEMENINO,COLORADOS,1,NO
716,NATACION,MASCULINO,VILLACARMELO,1,NO
717,NATACION,MASCULINO,VILLACARMELO,1,NO
718,NATACION,MASCULINO,COLORADOS,1,NO
719,NATACION,FEMENINO,COLORADOS,1,NO
720,NATACION,FEMENINO,ROSA ALTA,1,NO
721,NATACION,FEMENINO,CAMPESTRE NORTE,1,NO
722,NATACION,MASCULINO,VILLA ROSA,2,NO
723,NATACION,MASCULINO,VILLA ROSA,2,NO
724,NATACION,MASCULINO,VILLA ROSA,2,NO
725,NATACION,MASCULINO,CAMPESTRE NORTE,1,NO
726,NATACION,MASCULINO,CAMPESTRE NORTE,1,NO
727,NATACION,FEMENINO,CAMPESTRE NORTE,1,NO
728,NATACION,FEMENINO,CAMPESTRE NORTE,1,NO
729,NATACION,FEMENINO,CAMPESTRE NORTE,1,NO
730,NATACION,MASCULINO,CAMPESTRE NORTE,1,NO
731,NATACION,MASCULINO,COLORADOS,1,NO
732,NATACION,FEMENINO,COLORADOS,1,NO
733,NATACION,FEMENINO,COLORADOS,1,NO
734,NATACION,FEMENINO,EL ROSAL,1,NO
735,NATACION,FEMENINO,ROSA ALTA,1,NO
736,NATACION,FEMENINO,COLORADOS,1,NO
737,NATACION,MASCULINO,CAMPESTRE NORTE,1,NO
738,NATACION,FEMENINO,CAMPESTRE,1,NO
739,NATACION,FEMENINO,COLORADOS,1,NO
740,NATACION,FEMENINO,GETSEMANI,1,NO
741,NATACION,MASCULINO,MIRADOR DE COLORADOS,1,NO
742,NATACION,FEMENINO,COLORADOS,1,NO
743,NATACION,FEMENINO,ROSAL BAJO,1,NO
744,NATACION,FEMENINO,CAMPESTRE NORTE,1,NO
745,NATACION,FEMENINO,CAMPESTRE NORTE,1,NO
746,NATACION,MASCULINO,CAMPESTRE NORTE,1,NO
747,NATACION,MASCULINO,BONANZA CAMPESTRE,1,NO
748,NATACION,FEMENINO,COLORADOS,1,NO
749,NATACION,MASCULINO,COLORADOS,1,NO
750,NATACION,MASCULINO,COLORADOS,1,NO
751,NATACION,FEMENINO,CAMPESTRE NORTE,1,NO
752,NATACION,FEMENINO,CAMPESTRE NORTE,1,NO
753,NATACION,MASCULINO,HAMACAS,1,NO
754,NATACION,FEMENINO,VILLA ROSA,2,NO
755,NATACION,FEMENINO,KENNEDY,2,NO
756,NATACION,MASCULINO,LIMONCITO COLORADOS,1,NO
757,NATACION,FEMENINO,CAMPESTRE,1,NO
758,NATACION,FEMENINO,CAMPESTRE,1,NO
759,NATACION,MASCULINO,CAMPESTRE,1,NO
760,NATACION,FEMENINO,PORVENIR,3,NO
761,NATACION,MASCULINO,PORVENIR,3,NO
762,NATACION,MASCULINO,PORVENIR,3,NO
763,NATACION,FEMENINO,PORVENIR,1,NO
764,NATACION,MASCULINO,PORVENIR,3,NO
765,NATACION,FEMENINO,PORVENIR,3,NO
766,NATACION,MASCULINO,PORVENIR,3,NO
767,NATACION,MASCULINO,PORVENIR,3,NO
768,NATACION,FEMENINO,PORVENIR,3,NO
769,NATACION,MASCULINO,PORVENIR,3,NO
770,NATACION,MASCULINO,PORVENIR,3,NO
771,NATACION,MASCULINO,MARIANELA,2,NO
772,NATACION,FEMENINO,MARIANELA,2,NO
773,NATACION,FEMENINO,VILLA DEL ROMERO,2,NO
774,NATACION,MASCULINO,PORVENIR,3,NO
775,NATACION,MASCULINO,PORVENIR,3,NO
776,NATACION,MASCULINO,PORVENIR,3,NO
777,NATACION,MASCULINO,PORVENIR,3,NO
778,NATACION,MASCULINO,PORVENIR,3,NO
779,NATACION,MASCULINO,CRISTAL ALTO,2,NO
780,NATACION,MASCULINO,PORVENIR,2,NO
781,NATACION,FEMENINO,PORVENIR,2,NO
782,NATACION,FEMENINO,PORVENIR,3,NO
783,NATACION,MASCULINO,PORVENIR,3,NO
784,NATACION,FEMENINO,PORVENIR,3,NO
785,NATACION,MASCULINO,PORVENIR,3,NO
786,NATACION,MASCULINO,PORVENIR,3,NO
787,NATACION,FEMENINO,PORVENIR,3,NO
788,NATACION,MASCULINO,MARIANELA ALTA,2,NO
789,NATACION,FEMENINO,PORVENIR,2,NO
790,NATACION,MASCULINO,CIUDAD VENECIA,3,NO
791,NATACION,MASCULINO,CIUDAD VENECIA,3,NO
792,NATACION,MASCULINO,DELICIAS ALTAS,3,NO
793,NATACION,FEMENINO,COAVICONSA,3,NO
794,NATACION,FEMENINO,MIRAMANGA,1,NO
795,NATACION,MASCULINO,MARIANELLA,2,NO
796,NATACION,MASCULINO,PORVENIR,3,NO
797,NATACION,FEMENINO,PORVENIR,3,NO
798,NATACION,FEMENINO,PORVENIR,3,NO
799,NATACION,MASCULINO,PORVENIR,3,NO
800,NATACION,FEMENINO,ESPAÑA,1,NO
801,NATACION,MASCULINO,DELICIAS ALTAS,3,NO
802,NATACION,FEMENINO,CRISTAL BAJO,1,NO
803,NATACION,FEMENINO,PORVENIR,3,NO
804,NATACION,MASCULINO,ESPAÑA,1,NO
805,NATACION,MASCULINO,PORVENIR,2,NO
806,NATACION,MASCULINO,PORVENIR,3,NO
808,NATACION,MASCULINO,PORVENIR,3,NO
809,NATACION,MASCULINO,PORVENIR,3,NO
810,NATACION,MASCULINO,PORVENIR,3,NO
811,NATACION,FEMENINO,PORVENIR,3,NO
812,NATACION,FEMENINO,PORVENIR,3,NO
813,NATACION,FEMENINO,DANGOND,2,NO
814,NATACION,MASCULINO,VILLAS DEL NOGAL,1,NO
815,NATACION,MASCULINO,PORVENIR,3,NO
816,NATACION,MASCULINO,MARIANELLA,2,NO
817,NATACION,FEMENINO,PORVENIR,3,NO
818,NATACION,MASCULINO,PORVENIR,3,NO
819,NATACION,MASCULINO,MARIANELA,2,NO
820,NATACION,FEMENINO,PORVENIR,3,NO
821,NATACION,FEMENINO,PORVENIR,3,NO
822,NATACION,MASCULINO,PORVENIR,3,NO
823,NATACION,MASCULINO,PORVENIR,3,NO
824,NATACION,MASCULINO,PORVENIR,3,NO
825,NATACION,MASCULINO,MARIANELA,2,NO
826,NATACION,MASCULINO,VILLA REAL,1,NO
827,NATACION,FEMENINO,BALCONES DEL SUR,1,NO
828,NATACION,FEMENINO,BALCONES DEL SUR,1,NO
829,NATACION,MASCULINO,DANGOND,2,NO
831,NATACION,FEMENINO,CIUDAD METROPOLITANA,3,NO
832,NATACION,FEMENINO,ESPAÑA,2,NO
833,NATACION,FEMENINO,PORVENIR,2,NO
834,NATACION,MASCULINO,MARIANELLA,1,NO
835,NATACION,MASCULINO,PORVENIR,3,NO
836,NATACION,MASCULINO,PORVENIR,3,NO
837,NATACION,FEMENINO,PORVENIR,3,NO
838,NATACION,FEMENINO,PORVENIR,3,NO
839,NATACION,MASCULINO,PORVENIR,3,NO
840,NATACION,MASCULINO,PORVENIR,3,NO
841,NATACION,FEMENINO,PORVENIR,3,NO
842,NATACION,FEMENINO,PORVENIR,3,NO
843,NATACION,MASCULINO,PORVENIR,3,NO
844,NATACION,FEMENINO,BALCONES PROVENZA,3,NO
845,NATACION,FEMENINO,ALTOS DE FONTANA,3,NO
846,NATACION,FEMENINO,PORVENIR,3,NO
847,NATACION,FEMENINO,PORVENIR,3,NO
848,NATACION,MASCULINO,PORVENIR,3,NO
849,NATACION,MASCULINO,PORVENIR,3,NO
850,NATACION,MASCULINO,PORVENIR,3,NO
851,NATACION,MASCULINO,PORVENIR,3,NO
852,NATACION,MASCULINO,PORVENIR,3,NO
853,NATACION,MASCULINO,PORVENIR,3,NO
854,NATACION,MASCULINO,PORVENIR,3,NO
855,NATACION,FEMENINO,PORVENIR,3,NO
856,NATACION,FEMENINO,ESPAÑA,2,NO
857,NATACION,FEMENINO,PORVENIR,3,NO
858,NATACION,FEMENINO,PORVENIR,3,NO
859,NATACION,FEMENINO,PORVENIR,3,NO
860,NATACION,MASCULINO,PORVENIR,3,NO
861,NATACION,FEMENINO,PORVENIR,3,NO
862,NATACION,MASCULINO,CRISTAL BAJO,1,NO
863,NATACION,FEMENINO,PORVENIR,2,NO
864,NATACION,FEMENINO,PORVENIR,3,NO
865,NATACION,MASCULINO,PORVENIR,3,NO
866,NATACION,FEMENINO,PORVENIR,3,NO
867,NATACION,MASCULINO,PORVENIR,3,NO
868,NATACION,FEMENINO,GUADUALES,1,NO
869,NATACION,FEMENINO,PORVENIR,3,NO
870,NATACION,MASCULINO,PORVENIR,3,NO
871,NATACION,FEMENINO,PORVENIR,3,NO
872,NATACION,FEMENINO,PORVENIR,3,NO
873,NATACION,MASCULINO,PORVENIR,3,NO
874,NATACION,MASCULINO,GRANJAS,2,NO
875,NATACION,MASCULINO,GRANJAS,2,NO
876,NATACION,MASCULINO,PORVENIR,3,NO
877,NATACION,MASCULINO,BRISAS DE PARAISO,1,NO
878,NATACION,FEMENINO,BRISAS DEL PARAISO,1,NO
879,ATLETISMO,MASCULINO,GUAYACANES,2,NO
880,ATLETISMO,MASCULINO,DANGON,2,NO
881,ATLETISMO,MASCULINO,ASTURIAS II,4,NO
882,ATLETISMO,MASCULINO,REAL DE MINAS,3,NO
883,ATLETISMO,MASCULINO,"CHORRERAS DE DON JUAN",2,NO
884,ATLETISMO,FEMENINO,GIRARDOT,2,NO
885,ATLETISMO,MASCULINO,COMUNEROS,3,NO
886,ATLETISMO,MASCULINO,PEDREGOZA,2,NO
887,ATLETISMO,MASCULINO,PROVENZA,3,NO
888,ATLETISMO,MASCULINO,GUAYACANES,2,NO
889,ATLETISMO,MASCULINO,FONTANA,2,NO
890,ATLETISMO,MASCULINO,LA VICTORIA,4,NO
891,ATLETISMO,MASCULINO,PROVENZA,3,NO
892,ATLETISMO,MASCULINO,PRADOS DE FATIMA,3,NO
893,ATLETISMO,MASCULINO,CENTRO,2,NO
894,ATLETISMO,MASCULINO,PROVENZA,4,NO
895,ATLETISMO,MASCULINO,SAN FRANCISCO,3,NO
896,ATLETISMO,MASCULINO,NUEVA GRANADA,2,NO
897,ATLETISMO,MASCULINO,ALARCON,3,NO
898,ATLETISMO,FEMENINO,JARDIN,6,NO
899,ATLETISMO,FEMENINO,COMUNEROS,3,NO
900,ATLETISMO,FEMENINO,INDEPENDENCIA,1,NO
901,ATLETISMO,MASCULINO,NUEVA GRANADA,2,NO
902,ATLETISMO,FEMENINO,SAN ALONSO,4,NO
903,ATLETISMO,MASCULINO,SAN ALONSO,4,NO
904,ATLETISMO,MASCULINO,SAN ALONSO,4,NO
905,ATLETISMO,MASCULINO,SAN ALONSO,4,NO
906,ATLETISMO,MASCULINO,UNIVERSIDAD,3,NO
907,ATLETISMO,FEMENINO,SAN FRANCISCO,4,NO
908,ATLETISMO,FEMENINO,UNIVERSIDAD,4,NO
909,ATLETISMO,MASCULINO,SAN FRANCISCO,3,NO
910,ATLETISMO,MASCULINO,SAN FRANCISCO,3,NO
911,ATLETISMO,MASCULINO,PASEO DE LA FERIA,2,NO
912,ATLETISMO,FEMENINO,DIVISO,1,NO
913,ATLETISMO,FEMENINO,LA UNIVERSIDAD,3,NO
914,ATLETISMO,MASCULINO,PUERTO RICO,1,NO
915,ATLETISMO,FEMENINO,TEJAR NORTE 1,2,NO
916,ATLETISMO,FEMENINO,TEJAR NORTE 1,1,NO
917,ATLETISMO,FEMENINO,HOMAGA II,1,NO
918,ATLETISMO,FEMENINO,VILLA ALEGRIA II,2,NO
919,ATLETISMO,FEMENINO,TEJAR NORTE II,1,NO
920,ATLETISMO,FEMENINO,TEJAR NORTE 1,1,NO
921,ATLETISMO,FEMENINO,TEJAR NORTE 1,2,NO
922,ATLETISMO,MASCULINO,TEJAR NORTE 1,2,NO
923,ATLETISMO,FEMENINO,TEJAR NORTE 1,1,NO
924,ATLETISMO,MASCULINO,TEJAR NORTE 1,1,NO
925,ATLETISMO,FEMENINO,TEJAR NORTE 1,1,NO
926,ATLETISMO,MASCULINO,CAMPO MADRID,1,NO
927,ATLETISMO,FEMENINO,URBA COLSEGUROS,1,NO
928,ATLETISMO,FEMENINO,CAMPO MADRID,1,NO
929,ATLETISMO,FEMENINO,CAMPO MADRID,1,NO
930,ATLETISMO,FEMENINO,GIRARDOT,3,NO
931,ATLETISMO,MASCULINO,GIRARDOT,1,NO
932,ATLETISMO,FEMENINO,VILLAS DE GIRARDOT,1,NO
933,ATLETISMO,MASCULINO,NARIÑO,1,NO
934,ATLETISMO,FEMENINO,PASEO DE LA FERIA,1,NO
935,ATLETISMO,MASCULINO,VILLAS DE GIRARDOT,1,NO
936,ATLETISMO,FEMENINO,GIRARDOT,2,NO
937,ATLETISMO,MASCULINO,MILAGRO DE DIOS,1,NO
938,ATLETISMO,MASCULINO,GIRARDOT,2,NO
939,ATLETISMO,FEMENINO,GIRARDOT,2,NO
940,ATLETISMO,MASCULINO,VILLAS DE GIRARDOT,1,NO
941,ATLETISMO,FEMENINO,VILLAS DE GIRARDOT,1,NO
942,ATLETISMO,MASCULINO,SANTA ANA,2,NO
943,ATLETISMO,FEMENINO,GIRARDOT,1,NO
944,ATLETISMO,MASCULINO,VILLAS DE GIRARDOT,1,NO
945,ATLETISMO,MASCULINO,VILLAS DE GIRARDOT,1,NO
946,ATLETISMO,MASCULINO,VILLAS DE GIRARDOT,1,NO
947,ATLETISMO,FEMENINO,GIRARDOT,2,NO
948,ATLETISMO,FEMENINO,GIRARDOT,2,NO
949,ATLETISMO,MASCULINO,NARIÑO,1,NO
950,ATLETISMO,MASCULINO,SAN FRANCISCO,4,NO
951,ATLETISMO,FEMENINO,ANGELES,2,NO
952,ATLETISMO,MASCULINO,ANGELES,2,NO
953,ATLETISMO,FEMENINO,ANGELES,2,NO
954,ATLETISMO,FEMENINO,ANGELES,2,NO
955,ATLETISMO,MASCULINO,ANGELES,2,NO
956,ATLETISMO,MASCULINO,ANGELES,2,NO
